tokens,segmenter_one,segmenter_two,segmenter_three
eyyandayo,ey-and-a-yo,ey-and-a-yo,ey-and-a-yo
eyyanelisayo,ey-anelis-a-yo,ey-anelis-a-yo,ey-anelis-a-yo
eyyaziswayo,ey-azisw-a-yo,ey-azisw-a-yo,ey-azisw-a-yo
eyyaziwayo,ey-aziw-a-yo,ey-aziw-a-yo,ey-aziw-a-yo
eyyonakalisayo,ey-onakalis-a-yo,ey-onakalis-a-yo,ey-onakalis-a-yo
ezidonswa,ezi-donsw-a,ezi-donsw-a,izilwanen-om-a
ezihlinzekela,ezi-hlinzekel-a,ezi-hlinzekel-a,ezihlinzekel-an-om-a
ezilahlekile,ezi-lahlek-ile,ezi-lahlek-ile,ezithathw-e
ezingabuyiswanga,ezi-nga-buyisw-anga,ezi-nga-buyisw-anga,ezingabuyisw-angan-om-a
ezingathathi,ezi-nga-thath-i,ezi-nga-thath-i-hlangothi,ezingathath-i
ezinhlanga,e-zin-hlanga,e-zin-hlanga,e-zinhlangan-om-a
ezinkulu,e-zi-n-kulu,e-zi-n-kulu,ezi-nkulua-hlal-a
ezisemakhaya,ezi-s-e-ma-khaya,ezi-s-ema-khaya,ezis-emakhayan-om-a
ezisukela,ezi-sukel-a,e-zw-eni,ezi-sukel-a
eziyabandayo,ezi-band-a-yo,ezi-band-a-yo,ezi-band-a-yo
eziyabekwayo,ezi-bekw-a-yo,ezi-bekw-a-yo,ezi-bekw-a-yo
eziyabeleselayo,ezi-belesel-a-yo,ezi-belesel-a-yo,ezi-belesel-a-yo
eziyabhubhayo,ezi-bhubh-a-yo,ezi-bhubh-a-yo,ezi-bhubh-a-yo
eziyabhubhisayo,ezi-bhubhis-a-yo,ezi-bhubhis-a-yo,ezi-bhubhis-a-yo
eziyabizayo,ezi-biz-a-yo,ezi-biz-a-yo,ezi-biz-a-yo
eziyabonakalayo,ezi-bonakal-a-yo,ezi-bonakal-a-yo,ezi-bonakal-a-yo
eziyabukekayo,ezi-bukek-a-yo,ezi-bukek-a-yo,ezi-bukek-a-yo
eziyabulalayo,ezi-bulal-a-yo,ezi-bulal-a-yo,ezi-bulal-a-yo
eziyacabangelayo,ezi-cabangel-a-yo,ezi-cabangel-a-yo,ezi-cabangel-a-yo
eziyacasulayo,ezi-casul-a-yo,ezi-casul-a-yo,ezi-casul-a-yo
eziyacatshangelwayo,ezi-catshangelw-a-yo,ezi-catshangelw-a-yo,ezi-catshangelw-a-yo
eziyachazayo,ezi-chaz-a-yo,ezi-chaz-a-yo,ezi-chaz-a-yo
eziyachukuluzayo,ezi-chukuluz-a-yo,ezi-chukuluz-a-yo,ezi-chukuluz-a-yo
eziyachumayo,ezi-chum-a-yo,ezi-chum-a-yo,ezi-chum-a-yo
eziyacindezelayo,ezi-cindezel-a-yo,ezi-cindezel-a-yo,ezi-cindezel-a-yo
eziyacophelelayo,ezi-cophelel-a-yo,ezi-cophelel-a-yo,ezi-cophelel-a-yo
eziyacwebezelayo,ezi-cwebezel-a-yo,ezi-cwebezel-a-yo,ezi-cwebezel-a-yo
eziyadabukisayo,ezi-dabukis-a-yo,ezi-dabukis-a-yo,ezi-dabukis-a-yo
eziyadayiswayo,ezi-dayisw-a-yo,ezi-dayisw-a-yo,ezi-dayisw-a-yo
eziyadelayo,ezi-del-a-yo,ezi-del-a-yo,ezi-del-a-yo
eziyadidayo,ezi-did-a-yo,ezi-did-a-yo,ezi-did-a-yo
eziyadingekayo,ezi-dingek-a-yo,ezi-dingek-a-yo,ezi-dingek-a-yo
eziyadlayo,ezi-dl-a-yo,ezi-dl-a-yo,ezi-dl-a-yo
eziyadliwayo,ezi-dliw-a-yo,ezi-dliw-a-yo,ezi-dliw-a-yo
eziyadlulayo,ezi-dlul-a-yo,ezi-dlul-a-yo,ezi-dlul-a-yo
eziyaduduzayo,ezi-duduz-a-yo,ezi-duduz-a-yo,ezi-duduz-a-yo
eziyadukayo,ezi-duk-a-yo,ezi-duk-a-yo,ezi-duk-a-yo
eziyadukisayo,ezi-dukis-a-yo,ezi-dukis-a-yo,ezi-dukis-a-yo
eziyadumayo,ezi-dum-a-yo,ezi-dum-a-yo,ezi-dum-a-yo
eziyadumazayo,ezi-dumaz-a-yo,ezi-dumaz-a-yo,ezi-dumaz-a-yo
eziyafanayo,ezi-fan-a-yo,ezi-fan-a-yo,ezi-fan-a-yo
eziyafanelekayo,ezi-fanelek-a-yo,ezi-fanelek-a-yo,ezi-fanelek-a-yo
eziyafudukayo,ezi-fuduk-a-yo,ezi-fuduk-a-yo,ezi-fuduk-a-yo
eziyafunayo,ezi-fun-a-yo,ezi-fun-a-yo,ezi-fun-a-yo
eziyafundayo,ezi-fund-a-yo,ezi-fund-a-yo,ezi-fund-a-yo
eziyafundwayo,ezi-fundw-a-yo,ezi-fundw-a-yo,ezi-fundw-a-yo
eziyafuywayo,ezi-fuyw-a-yo,ezi-fuyw-a-yo,ezi-fuyw-a-yo
eziyagadayo,ezi-gad-a-yo,ezi-gad-a-yo,ezi-gad-a-yo
eziyagculisayo,ezi-gculis-a-yo,ezi-gculis-a-yo,ezi-gculis-a-yo
eziyagoqekayo,ezi-goqek-a-yo,ezi-goqek-a-yo,ezi-goqek-a-yo
eziyagqokwayo,ezi-gqokw-a-yo,ezi-gqokw-a-yo,ezi-gqokw-a-yo
eziyagugayo,ezi-gug-a-yo,ezi-gug-a-yo,ezi-gug-a-yo
eziyagulayo,ezi-gul-a-yo,ezi-gul-a-yo,ezi-gul-a-yo
eziyahambayo,ezi-hamb-a-yo,ezi-hamb-a-yo,ezi-hamb-a-yo
eziyahlazisayo,ezi-hlazis-a-yo,ezi-hlazis-a-yo,ezi-hlazis-a-yo
eziyahlaziyayo,ezi-hlaziy-a-yo,ezi-hlaziy-a-yo,ezi-hlaziy-a-yo
eziyahlekisayo,ezi-hlekis-a-yo,ezi-hlekis-a-yo,ezi-hlekis-a-yo
eziyahloniphekayo,ezi-hloniphek-a-yo,ezi-hloniphek-a-yo,ezi-hloniphek-a-yo
eziyahlukanayo,ezi-hlukan-a-yo,ezi-hlukan-a-yo,ezi-hlukan-a-yo
eziyahlukanisayo,ezi-hlukanis-a-yo,ezi-hlukanis-a-yo,ezi-hlukanis-a-yo
eziyahluphekayo,ezi-hluphek-a-yo,ezi-hluphek-a-yo,ezi-hluphek-a-yo
eziyahuquzelayo,ezi-huquzel-a-yo,ezi-huquzel-a-yo,ezi-huquzel-a-yo
eziyajabulayo,ezi-jabul-a-yo,ezi-jabul-a-yo,ezi-jabul-a-yo
eziyajabulisayo,ezi-jabulis-a-yo,ezi-jabulis-a-yo,ezi-jabulis-a-yo
eziyajikelezayo,ezi-jikelez-a-yo,ezi-jikelez-a-yo,ezi-jikelez-a-yo
eziyakhangayo,ezi-khang-a-yo,ezi-khang-a-yo,ezi-khang-a-yo
eziyakhanyisayo,ezi-khanyis-a-yo,ezi-khanyis-a-yo,ezi-khanyis-a-yo
eziyakhathalelayo,ezi-khathalel-a-yo,ezi-khathalel-a-yo,ezi-khathalel-a-yo
eziyakhohlisayo,ezi-khohlis-a-yo,ezi-khohlis-a-yo,ezi-khohlis-a-yo
eziyakhonzayo,ezi-khonz-a-yo,ezi-khonz-a-yo,ezi-khonz-a-yo
eziyakhukhumalayo,ezi-khukhumal-a-yo,ezi-khukhumal-a-yo,ezi-khukhumal-a-yo
eziyakhulayo,ezi-khul-a-yo,ezi-khul-a-yo,ezi-khul-a-yo
eziyakhulunywayo,ezi-khulunyw-a-yo,ezi-khulunyw-a-yo,ezi-khulunyw-a-yo
eziyakhuthazayo,ezi-khuthaz-a-yo,ezi-khuthaz-a-yo,ezi-khuthaz-a-yo
eziyalalelayo,ezi-lalel-a-yo,ezi-lalel-a-yo,ezi-lalel-a-yo
eziyalandelayo,ezi-landel-a-yo,ezi-landel-a-yo,ezi-landel-a-yo
eziyalimazayo,ezi-limaz-a-yo,ezi-limaz-a-yo,ezi-limaz-a-yo
eziyalondekayo,ezi-londek-a-yo,ezi-londek-a-yo,ezi-londek-a-yo
eziyalukwayo,ezi-lukw-a-yo,ezi-lukw-a-yo,ezi-lukw-a-yo
eziyalwayo,ezi-lw-a-yo,ezi-lw-a-yo,ezi-lw-a-yo
eziyamangalisayo,ezi-mangalis-a-yo,ezi-mangalis-a-yo,ezi-mangalis-a-yo
eziyamemezayo,ezi-memez-a-yo,ezi-memez-a-yo,ezi-memez-a-yo
eziyaminyanisayo,ezi-minyanis-a-yo,ezi-minyanis-a-yo,ezi-minyanis-a-yo
eziyanamathelayo,ezi-namathel-a-yo,ezi-namathel-a-yo,ezi-namathel-a-yo
eziyanambithekayo,ezi-nambithek-a-yo,ezi-nambithek-a-yo,ezi-nambithek-a-yo
eziyanayo,ezi-n-a-yo,ezi-n-a-yo,ezi-n-a-yo
eziyancelisayo,ezi-ncelis-a-yo,ezi-ncelis-a-yo,ezi-ncelis-a-yo
eziyancibilikisayo,ezi-ncibilikis-a-yo,ezi-ncibilikis-a-yo,ezi-ncibilikis-a-yo
eziyanciphayo,ezi-nciph-a-yo,ezi-nciph-a-yo,ezi-nciph-a-yo
eziyandizayo,ezi-ndiz-a-yo,ezi-ndiz-a-yo,ezi-ndiz-a-yo
eziyanengekayo,ezi-nengek-a-yo,ezi-nengek-a-yo,ezi-nengek-a-yo
eziyangqubuzanayo,ezi-ngqubuzan-a-yo,ezi-ngqubuzan-a-yo,ezi-ngqubuzan-a-yo
eziyanhlanhlathayo,ezi-nhlanhlath-a-yo,ezi-nhlanhlath-a-yo,ezi-nhlanhlath-a-yo
eziyanikezwayo,ezi-nikezw-a-yo,ezi-nikezw-a-yo,ezi-nikezw-a-yo
eziyanqamulelayo,ezi-nqamulel-a-yo,ezi-nqamulel-a-yo,ezi-nqamulel-a-yo
eziyanwabuzelayo,ezi-nwabuzel-a-yo,ezi-nwabuzel-a-yo,ezi-nwabuzel-a-yo
eziyanyakazayo,ezi-nyakaz-a-yo,ezi-nyakaz-a-yo,ezi-nyakaz-a-yo
eziyanyakaziswayo,ezi-nyakazisw-a-yo,ezi-nyakazisw-a-yo,ezi-nyakazisw-a-yo
eziyanyantisayo,ezi-nyantis-a-yo,ezi-nyantis-a-yo,ezi-nyantis-a-yo
eziyaphambukayo,ezi-phambuk-a-yo,ezi-phambuk-a-yo,ezi-phambuk-a-yo
eziyaphathwayo,ezi-phathw-a-yo,ezi-phathw-a-yo,ezi-phathw-a-yo
eziyaphawulekayo,ezi-phawulek-a-yo,ezi-phawulek-a-yo,ezi-phawulek-a-yo
eziyaphazamisayo,ezi-phazamis-a-yo,ezi-phazamis-a-yo,ezi-phazamis-a-yo
eziyaphendukayo,ezi-phenduk-a-yo,ezi-phenduk-a-yo,ezi-phenduk-a-yo
eziyaphikelelayo,ezi-phikelel-a-yo,ezi-phikelel-a-yo,ezi-phikelel-a-yo
eziyaphikisanayo,ezi-phikisan-a-yo,ezi-phikisan-a-yo,ezi-phikisan-a-yo
eziyaphikisayo,ezi-phikis-a-yo,ezi-phikis-a-yo,ezi-phikis-a-yo
eziyaphilayo,ezi-phil-a-yo,ezi-phil-a-yo,ezi-phil-a-yo
eziyaphingayo,ezi-phing-a-yo,ezi-phing-a-yo,ezi-phing-a-yo
eziyaphumelelayo,ezi-phumelel-a-yo,ezi-phumelel-a-yo,ezi-phumelel-a-yo
eziyaphuthumayo,ezi-phuthum-a-yo,ezi-phuthum-a-yo,ezi-phuthum-a-yo
eziyaqabulayo,ezi-qabul-a-yo,ezi-qabul-a-yo,ezi-qabul-a-yo
eziyaqhakazayo,ezi-qhakaz-a-yo,ezi-qhakaz-a-yo,ezi-qhakaz-a-yo
eziyaqhubayo,ezi-qhub-a-yo,ezi-qhub-a-yo,ezi-qhub-a-yo
eziyaqinisayo,ezi-qinis-a-yo,ezi-qinis-a-yo,ezi-qinis-a-yo
eziyasabekayo,ezi-sabek-a-yo,ezi-sabek-a-yo,ezi-sabek-a-yo
eziyasabisayo,ezi-sabis-a-yo,ezi-sabis-a-yo,ezi-sabis-a-yo
eziyasakazwayo,ezi-sakazw-a-yo,ezi-sakazw-a-yo,ezi-sakazw-a-yo
eziyasalayo,ezi-sal-a-yo,ezi-sal-a-yo,ezi-sal-a-yo
eziyasebenzayo,ezi-sebenz-a-yo,ezi-sebenz-a-yo,ezi-sebenz-a-yo
eziyashaqisayo,ezi-shaqis-a-yo,ezi-shaqis-a-yo,ezi-shaqis-a-yo
eziyasheshayo,ezi-shesh-a-yo,ezi-shesh-a-yo,ezi-shesh-a-yo
eziyashintshashintshayo,ezi-shintshashintsh-a-yo,ezi-shintshashintsh-a-yo,ezi-shintshashintsh-a-yo
eziyashintshayo,ezi-shintsh-a-yo,ezi-shintsh-a-yo,ezi-shintsh-a-yo
eziyashisayo,ezi-shis-a-yo,ezi-shis-a-yo,ezi-shis-a-yo
eziyashisekayo,ezi-shisek-a-yo,ezi-shisek-a-yo,ezi-shisek-a-yo
eziyashukumisayo,ezi-shukumis-a-yo,ezi-shukumis-a-yo,ezi-shukumis-a-yo
eziyashumayelayo,ezi-shumayel-a-yo,ezi-shumayel-a-yo,ezi-shumayel-a-yo
eziyasikiselwayo,ezi-sikiselw-a-yo,ezi-sikiselw-a-yo,ezi-sikiselw-a-yo
eziyathakazelisayo,ezi-thakazelis-a-yo,ezi-thakazelis-a-yo,ezi-thakazelis-a-yo
eziyathandekayo,ezi-thandek-a-yo,ezi-thandek-a-yo,ezi-thandek-a-yo
eziyathandwayo,ezi-thandw-a-yo,ezi-thandw-a-yo,ezi-thandw-a-yo
eziyathathelwanayo,ezi-thathelwan-a-yo,ezi-thathelwan-a-yo,ezi-thathelwan-a-yo
eziyathelayo,ezi-thel-a-yo,ezi-thel-a-yo,ezi-thel-a-yo
eziyathengisayo,ezi-thengis-a-yo,ezi-thengis-a-yo,ezi-thengis-a-yo
eziyathengiswayo,ezi-thengisw-a-yo,ezi-thengisw-a-yo,ezi-thengisw-a-yo
eziyathusayo,ezi-thus-a-yo,ezi-thus-a-yo,ezi-thus-a-yo
eziyathuthukayo,ezi-thuthuk-a-yo,ezi-thuthuk-a-yo,ezi-thuthuk-a-yo
eziyathwalayo,ezi-thwal-a-yo,ezi-thwal-a-yo,ezi-thwal-a-yo
eziyathwalwayo,ezi-thwalw-a-yo,ezi-thwalw-a-yo,ezi-thwalw-a-yo
eziyatusekayo,ezi-tusek-a-yo,ezi-tusek-a-yo,ezi-tusek-a-yo
eziyavelayo,ezi-vel-a-yo,ezi-vel-a-yo,ezi-vel-a-yo
eziyavikelayo,ezi-vikel-a-yo,ezi-vikel-a-yo,ezi-vikel-a-yo
eziyavilaphayo,ezi-vilaph-a-yo,ezi-vilaph-a-yo,ezi-vilaph-a-yo
eziyavivinyayo,ezi-viviny-a-yo,ezi-viviny-a-yo,ezi-viviny-a-yo
eziyavulekayo,ezi-vulek-a-yo,ezi-vulek-a-yo,ezi-vulek-a-yo
eziyavuthayo,ezi-vuth-a-yo,ezi-vuth-a-yo,ezi-vuth-a-yo
eziyavuthukayo,ezi-vuthuk-a-yo,ezi-vuthuk-a-yo,ezi-vuthuk-a-yo
eziyavuzayo,ezi-vuz-a-yo,ezi-vuz-a-yo,ezi-vuz-a-yo
eziyawohlokayo,ezi-wohlok-a-yo,ezi-wohlok-a-yo,ezi-wohlok-a-yo
eziyaxabanisayo,ezi-xabanis-a-yo,ezi-xabanis-a-yo,ezi-xabanis-a-yo
eziyaxakayo,ezi-xak-a-yo,ezi-xak-a-yo,ezi-xak-a-yo
eziyaxwayisayo,ezi-xwayis-a-yo,ezi-xwayis-a-yo,ezi-xwayis-a-yo
eziyazayo,ezi-z-a-yo,ezi-z-a-yo,ezi-z-a-yo
eziyazibusayo,ezi-zibus-a-yo,ezi-zibus-a-yo,ezi-zibus-a-yo
eziyazondekayo,ezi-zondek-a-yo,ezi-zondek-a-yo,ezi-zondek-a-yo
eziyazwakalayo,ezi-zwakal-a-yo,ezi-zwakal-a-yo,ezi-zwakal-a-yo
eziyizidingo,ezi-y-i-zi-dingo,ezi-y-izi-dingo-hhayi,eziy-izidingo
ezolandela,e-zo-landel-a,e-zo-landel-a,ezo-landel-an-om-a
ezyakhayo,ez-akh-a-yo,ez-akh-a-yo,ez-akh-a-yo
ezyandayo,ez-and-a-yo,ez-and-a-yo,ez-and-a-yo
ezyandulelayo,ez-andulel-a-yo,ez-andulel-a-yo,ez-andulel-a-yo
ezyanelisayo,ez-anelis-a-yo,ez-anelis-a-yo,ez-anelis-a-yo
ezyaziswayo,ez-azisw-a-yo,ez-azisw-a-yo,ez-azisw-a-yo
ezyaziwayo,ez-aziw-a-yo,ez-aziw-a-yo,ez-aziw-a-yo
ezyelaphayo,ez-elaph-a-yo,ez-elaph-a-yo,ez-elaph-a-yo
ezyenelisayo,ez-enelis-a-yo,ez-enelis-a-yo,ez-enelis-a-yo
ezyenzekayo,ez-enzek-a-yo,ez-enzek-a-yo,ez-enzek-a-yo
ezyeqisayo,ez-eqis-a-yo,ez-eqis-a-yo,ez-eqis-a-yo
ezyesabekayo,ez-esabek-a-yo,ez-esabek-a-yo,ez-esabek-a-yo
ezyethusayo,ez-ethus-a-yo,ez-ethus-a-yo,ez-ethus-a-yo
ezyonakalisayo,ez-onakalis-a-yo,ez-onakalis-a-yo,ez-onakalis-a-yo
ezyongayo,ez-ong-a-yo,ez-ong-a-yo,ez-ong-a-yo
fakazi,fakazi,w-a-qaphel-a,fakazi
gaba,gaba,eli-y-ingqayizivele,gaba
gagasi,gagasi,l-a-dal-a,gagasi
gandaganda,gandaganda,u-sa-sebenz-a,gandaganda
gazi,gazi,eli-nge-na-cala,gazi
gciwane,gciwane,li-yo-gcin-a,gciwane
gebe,gebe,phakathi,gebe
gxathu,gxathu,eli-thathw-e,gxathu
hambo,hambo,lo-kufa,hambo
hhashi,hhashi,a-mbalwa,hhashi
hlamvu,hlamvu,lw-a-lu-lingan-a,hlamvu
hlangothi,hlangothi,ku-le,hlangothi
hlelo,hlelo,lo-ku-fund-a,hlelo
hlu,hlu,olu-ne-mi-niningwane,hlu
hlweza,hlweza,lu-fakazel-a,hlweza
hubo,hubo,li-khulum-a,hubo
idukelene,i-dukelen-e,i-dukelen-e-nonina,i-dukelen-e
igxume,i-gxum-e,i-gxum-e,i-gxum-ey-ehl-e
ihlobisa,i-hlobis-a,i-hlobis-a,i-hlobis-aa-m-a
ikhonya,i-khony-a,i-khony-a,i-khony-akw-enanel-a
ilahleka,i-lahlek-a,i-lahlek-a,i-lahlek-an-om-a
ilona,i-lo-na,i-lo-na-suku,ilo-na
imilomo,i-mi-lomo,imi-lomo,ya-babi
imiphumelayesabekayo,i-mi-phumela-esabek-a-yo,imi-phumela-esabek-a-yo,imiphumela-esabek-a-yo
immukise,i-m-mukis-e,i-m-mukis-e,i-m-mukis-e
imvakashela,i-m-vakashel-a,njalo,i-m-vakashel-a
indawoyebandayo,i-ndawo-eband-a-yo,indawo-eband-a-yo,indawo-eband-a-yo
indunu,i-n-dunu,in-dunu,ka-nye
inganeyenayo,i-ngane-en-a-yo,ingane-en-a-yo,ingane-en-a-yo
iphango,i-phango,i-phango,iphango-w-acel-a
iphusheka,i-phushek-a,i-phushek-a,ka-hle
iqhubeka,i-qhubek-a,i-qhubek-a,i-qhubek-aa-m-a
isihlalo,i-si-hlalo,isi-hlalo,so-musa
isimemezelo,i-si-memezelo,isi-memezelo,esi-phikis-a
iyenge,i-yeng-e,i-yeng-e,isitha
iyinhloko,i-y-i-n-hloko,i-y-in-hloko-dolobha,iy-inhloko
iyokwyokwelusa,i-yo-kw-elus-a,i-yokw-elus-a,iyokw-elus-a
iyokwyokwenza,i-yo-kw-enz-a,i-yokw-enz-a,iyokw-enz-a
iyoyobona,i-yo-bon-a,i-yo-bon-a,iyo-bon-a
iyoyobopha,i-yo-boph-a,i-yo-boph-a,iyo-boph-a
iyoyochichima,i-yo-chichim-a,i-yo-chichim-a,iyo-chichim-a
iyoyochitha,i-yo-chith-a,i-yo-chith-a,iyo-chith-a
iyoyofuna,i-yo-fun-a,i-yo-fun-a,iyo-fun-a
iyoyojabula,i-yo-jabul-a,i-yo-jabul-a,iyo-jabul-a
iyoyophishekela,i-yo-phishekel-a,i-yo-phishekel-a,iyo-phishekel-a
iyoyoqiniseka,i-yo-qinisek-a,i-yo-qinisek-a,iyo-qinisek-a
iyoyosebenzisa,i-yo-sebenzis-a,i-yo-sebenzis-a,iyo-sebenzis-a
iyoyoshaya,i-yo-shay-a,i-yo-shay-a,iyo-shay-a
iyoyosula,i-yo-sul-a,i-yo-sul-a,iyo-sul-a
iyoyothatha,i-yo-thath-a,i-yo-thath-a,iyo-thath-a
izimpukane,i-zimpukane,izimpukane,izimpukanen-om-a
izitshela,i-zi-tshel-a,i-zi-tshel-a,uku-b-a
izokhokhwa,i-zo-khokhw-a,i-zo-khokhw-a-ngqo,izo-khokhw-a
izokuzokuwa,i-zoku-w-a,i-zoku-w-a,izoku-w-a
izokwzokwazi,i-zo-kw-azi,i-zokw-azi,izokw-azi
izokwzokwenza,i-zo-kw-enz-a,i-zokw-enz-a,izokw-enz-a
izozobangela,i-zo-bangel-a,i-zo-bangel-a,izo-bangel-a
izozobekela,i-zo-bekel-a,i-zo-bekel-a,izo-bekel-a
izozofundisa,i-zo-fundis-a,i-zo-fundis-a,izo-fundis-a
izozonikeza,i-zo-nikez-a,i-zo-nikez-a,izo-nikez-a
izozoqala,i-zo-qala,i-zo-qala,izo-qala
izozoqeda,i-zo-qed-a,i-zo-qed-a,izo-qed-a
izozoqhuba,i-zo-qhub-a,i-zo-qhub-a,izo-qhub-a
izozothatha,i-zo-thath-a,i-zo-thath-a,izo-thath-a
izozothola,i-zo-thol-a,i-zo-thol-a,izo-thol-a
jele,jele,mu-va,jele
kajohnny,ka-johnny,ka-johnny,ka-johnny
kammama,ka-mmama,ka-mmama,ka-mmama
kammangalelwa,ka-m-mangalelwa,wo-ku-qala,ka-mmangalelwa
kamose,ka-m-os-e,ka-m-os-e-zonke,kam-os-e
kamu,kamu,li-y-indawo,kamu
katamatisi,ka-tamatisi,ka-tamatisi-cishe,ka-tamatisi
katha,k-ath-a,k-ath-a,a-fakazelw-e
kathule,ka-thule,ka-thule,ka-thule-k-eph-a
kati,kati,eli-na-ma-bala,kati
khaya,khaya,si-fun-a,khaya
khefu,khefu,li-nikez-e,khefu
kobaba,ko-baba,ko-baba-hhayi,kobaba
kokuzibophezela,ko-ku-zi-bophezel-a,ko-ku-zi-bophezel-a-hhayi,ko-ku-zi-bophezel-a
komfokazi,ko-m-fokazi,ko-m-fokazi,ko-mfokazin-om-a
komfundisi,ko-m-fundisi,ko-m-fundisi,ko-mfundisi-k-eph-a
komidi,komidi,se-l-enz-a,komidi
kommangalelwa,ko-m-mangalelwa,ko-m-mangalelwa,ko-mmangalelwa
kommemezeli,ko-m-memezeli,ko-m-memezeli,ko-mmemezeli
konakala,k-onakal-a,k-onakal-a,ngo-ku-phelel-e
kubaba,ku-baba,ku-baba,kubaban-om-a
kubona,ku-bon-a,ku-bon-a,ku-bon-a-k-eph-a
kuchuma,ku-chum-a,ku-chum-a,ibhizinisi
kuhlaba,ku-hlab-a,um-xhwele,ku-hlab-a
kuleli,ku-leli,ku-leli-vesi,ku-leli
kuleliya,ku-leli-ya,ku-leliya-zwe,ku-leliya
kulelo,ku-le-lo,ku-lelo-zinga,ku-lelo
kulolu,ku-lolu,ku-lolu-lwandle,ku-lolu
kuloluya,ku-lolu-ya,ku-loluya-hlelo,ku-loluya
kumelweenzeni,ku-melw-e-enz-e-ni,ku-melw-e-enz-e-ni,ku-melw-e-enz-e-ni
kummeleli,ku-m-meleli,kum-meleli,kummeleli
kummeli,ku-m-meli,kum-meli,kummeli
kunenkulumoyefundwayo,ku-n-e-n-kulumo-efundw-a-yo,ku-ne-n-kulumo-efundw-a-yo,kune-nkulumo-efundw-a-yo
kungabuzwa,ku-nga-buzw-a,ku-nga-buzw-a-gama,ku-nga-buzw-a
kungagxazi,ku-nga-gxaz-i,ku-nga-gxaz-i-gazi,ku-nga-gxaz-i
kungasindiswa,ku-nga-sindisw-a,ku-nga-sindisw-a-bani,ku-nga-sindisw-a
kungatshi,ku-nga-tsh-i,ku-nga-tsh-i-phela,ku-nga-tsh-i
kungavunguzi,ku-nga-vunguz-i,ku-nga-vunguz-i-moya,ku-nga-vunguz-i
kunina,ku-nina,ku-nina,kuninan-om-a
kuqede,ku-qed-e,ku-qed-e-zonke,ku-qed-e
kushukumisa,ku-shukumis-a,ku-shukumis-a,ku-shukumis-aa-m-a
kuthikameze,ku-thikamez-e,ku-thikamez-e,ku-thikamez-en-om-a
kuyinkulumo,ku-y-i-n-kulumo,ku-y-in-kulumo-ze,kuy-inkulumo
kuyokuyokuba,ku-yoku-b-a,ku-yoku-b-a,kuyoku-b-a
kuyokuyokuthi,ku-yoku-thi,ku-yoku-thi,kuyoku-thi
kuyokwyokwandisa,ku-yo-kw-andis-a,ku-yokw-andis-a,kuyokw-andis-a
kuyokwyokwenza,ku-yo-kw-enz-a,ku-yokw-enz-a,kuyokw-enz-a
kuyokwyokwenzeka,ku-yo-kw-enzek-a,ku-yokw-enzek-a,kuyokw-enzek-a
kuyoyobangela,ku-yo-bangel-a,ku-yo-bangel-a,kuyo-bangel-a
kuyoyobiza,ku-yo-biz-a,ku-yo-biz-a,kuyo-biz-a
kuyoyobonisa,ku-yo-bonis-a,ku-yo-bonis-a,kuyo-bonis-a
kuyoyodala,ku-yo-dal-a,ku-yo-dal-a,kuyo-dal-a
kuyoyodingeka,ku-yo-dingek-a,ku-yo-dingek-a,kuyo-dingek-a
kuyoyofika,ku-yo-fik-a,ku-yo-fik-a,kuyo-fik-a
kuyoyogcina,ku-yo-gcin-a,ku-yo-gcin-a,kuyo-gcin-a
kuyoyohlala,ku-yo-hlal-a,ku-yo-hlal-a,kuyo-hlal-a
kuyoyoholela,ku-yo-holel-a,ku-yo-holel-a,kuyo-holel-a
kuyoyojulisa,ku-yo-julis-a,ku-yo-julis-a,kuyo-julis-a
kuyoyokhazimulisa,ku-yo-khazimulis-a,ku-yo-khazimulis-a,kuyo-khazimulis-a
kuyoyophawula,ku-yo-phawul-a,ku-yo-phawul-a,kuyo-phawul-a
kuyoyophela,ku-yo-phel-a,ku-yo-phel-a,kuyo-phel-a
kuyoyophumelela,ku-yo-phumelel-a,ku-yo-phumelel-a,kuyo-phumelel-a
kuyoyoqeda,ku-yo-qed-a,ku-yo-qed-a,kuyo-qed-a
kuyoyosiza,ku-yo-siz-a,ku-yo-siz-a,kuyo-siz-a
kuyoyosolwa,ku-yo-solw-a,ku-yo-solw-a,kuyo-solw-a
kuyoyosusa,ku-yo-sus-a,ku-yo-sus-a,kuyo-sus-a
kuyoyothumela,ku-yo-thumel-a,ku-yo-thumel-a,kuyo-thumel-a
kuyoyovela,ku-yo-vel-a,ku-yo-vel-a,kuyo-vel-a
kuyoyovuswa,ku-yo-vusw-a,ku-yo-vusw-a,kuyo-vusw-a
kuyoyozamazama,ku-yo-zamazam-a,ku-yo-zamazam-a,kuyo-zamazam-a
kuzokwzokwenziwa,ku-zo-kw-enziw-a,ku-zokw-enziw-a,kuzokw-enziw-a
kuzozobonisa,ku-zo-bonis-a,aba-ntu,kuzo-bonis-a
kuzozobuyisa,ku-zo-buyis-a,ku-zo-buyis-a,kuzo-buyis-a
kuzozofika,ku-zo-fik-a,ku-zo-fik-a,kuzo-fik-a
kuzozohlolwa,ku-zo-hlolw-a,ku-zo-hlolw-a,kuzo-hlolw-a
kuzozohlungwa,ku-zo-hlungw-a,ku-zo-hlungw-a,kuzo-hlungw-a
kuzozomiswa,ku-zo-misw-a,ku-zo-misw-a,kuzo-misw-a
